InterconnectorLinks,ToNode,Period,TransmissionMaxBuiltCapacity_in_MW
UtsiraNord,MorayFirth,1,0
UtsiraNord,MorayFirth,2,10000.0
UtsiraNord,MorayFirth,3,10000.0
UtsiraNord,MorayFirth,4,10000.0
UtsiraNord,MorayFirth,5,10000.0
UtsiraNord,MorayFirth,6,10000.0
UtsiraNord,MorayFirth,7,10000.0
UtsiraNord,Hornsea,1,0
UtsiraNord,Hornsea,2,10000.0
UtsiraNord,Hornsea,3,10000.0
UtsiraNord,Hornsea,4,10000.0
UtsiraNord,Hornsea,5,10000.0
UtsiraNord,Hornsea,6,10000.0
UtsiraNord,Hornsea,7,10000.0
UtsiraNord,HollandseeKust,1,0
UtsiraNord,HollandseeKust,2,10000.0
UtsiraNord,HollandseeKust,3,10000.0
UtsiraNord,HollandseeKust,4,10000.0
UtsiraNord,HollandseeKust,5,10000.0
UtsiraNord,HollandseeKust,6,10000.0
UtsiraNord,HollandseeKust,7,10000.0
UtsiraNord,HelgoländerBucht,1,0
UtsiraNord,HelgoländerBucht,2,10000.0
UtsiraNord,HelgoländerBucht,3,10000.0
UtsiraNord,HelgoländerBucht,4,10000.0
UtsiraNord,HelgoländerBucht,5,10000.0
UtsiraNord,HelgoländerBucht,6,10000.0
UtsiraNord,HelgoländerBucht,7,10000.0
UtsiraNord,FirthofForth,1,0
UtsiraNord,FirthofForth,2,10000.0
UtsiraNord,FirthofForth,3,10000.0
UtsiraNord,FirthofForth,4,10000.0
UtsiraNord,FirthofForth,5,10000.0
UtsiraNord,FirthofForth,6,10000.0
UtsiraNord,FirthofForth,7,10000.0
UtsiraNord,EastAnglia,1,0
UtsiraNord,EastAnglia,2,10000.0
UtsiraNord,EastAnglia,3,10000.0
UtsiraNord,EastAnglia,4,10000.0
UtsiraNord,EastAnglia,5,10000.0
UtsiraNord,EastAnglia,6,10000.0
UtsiraNord,EastAnglia,7,10000.0
UtsiraNord,DoggerBank,1,0
UtsiraNord,DoggerBank,2,10000.0
UtsiraNord,DoggerBank,3,10000.0
UtsiraNord,DoggerBank,4,10000.0
UtsiraNord,DoggerBank,5,10000.0
UtsiraNord,DoggerBank,6,10000.0
UtsiraNord,DoggerBank,7,10000.0
UtsiraNord,Borssele,1,0
UtsiraNord,Borssele,2,10000.0
UtsiraNord,Borssele,3,10000.0
UtsiraNord,Borssele,4,10000.0
UtsiraNord,Borssele,5,10000.0
UtsiraNord,Borssele,6,10000.0
UtsiraNord,Borssele,7,10000.0
GreatBrit.,Germany,1,10000.0
GreatBrit.,Germany,2,10000.0
GreatBrit.,Germany,3,10000.0
GreatBrit.,Germany,4,10000.0
GreatBrit.,Germany,5,10000.0
GreatBrit.,Germany,6,10000.0
GreatBrit.,Germany,7,10000.0
NO2,France,1,10000.0
NO2,France,2,10000.0
NO2,France,3,10000.0
NO2,France,4,10000.0
NO2,France,5,10000.0
NO2,France,6,10000.0
NO2,France,7,10000.0
NO5,GreatBrit.,1,10000.0
NO5,GreatBrit.,2,10000.0
NO5,GreatBrit.,3,10000.0
NO5,GreatBrit.,4,10000.0
NO5,GreatBrit.,5,10000.0
NO5,GreatBrit.,6,10000.0
NO5,GreatBrit.,7,10000.0
